Rk,Gtm,Date,Var.4,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,X.,Thr,Opp..Starter..GmeSc.,SOPercH,IP,HA,RA,ER,UER,BBA,OSO,HRA,HBPA,ERA,BF,Pit,Str,IR,IS,SBA,CSA,ABA,2BA,3BA,IBBA,SHA,SFA,ROEA,DPT,NumPitchers,Umpire,Pitchers Used (Rest-GameScore-Dec),BAA,SLGA,OBPA,OPSA,WHIP,FIP,StrPerc,SOPerc,K_9,K_BB,HR_9,team,Year
90,90,Jul 7,@,DET,"W,6-3",38,36,6,9,2,0,1,5,2,1,8,0,0,0,1,0,1,0,.272,.345,.461,.807,5,9,L,G.Soto(43),0.2074585635359116,9.0,6,3,3,0,4,13,1,0,4.59,37,187,119,1,0,0,0,33,2,0,0,0,0,0,0,5,Will Little,"D.Price (4-59-W), J.Taylor (0), R.Brasier (1), B.Workman (0-H), H.Hembree (1-Sv)",0.25,0.4268447837150127,0.3219042221592519,0.7487490058742646,1.3404464066715722,3.9510615648761345,0.6360963315597872,0.25892351274787534,10.088300220750552,2.97710172307091,1.2803532008830023,BOS,2019
91,91,Jul 12,,LAD,"W,8-1",35,31,8,8,4,0,3,8,3,1,8,0,0,1,0,1,0,0,.272,.345,.463,.808,3,9,R,K.Maeda(55),0.2076607387140903,9.0,5,1,1,0,2,12,1,0,4.55,34,126,81,0,0,0,0,32,0,0,0,0,0,0,0,3,Phil Cuzzi,"E.Rodriguez (6-71-W), J.Taylor (4), H.Velazquez (7)",0.24905541561712846,0.4250629722921914,0.32079708111142297,0.7458600534036144,1.334303736050461,3.936950024260068,0.6361554476058293,0.25982042648709314,10.109170305676857,2.996666774538041,1.277292576419214,BOS,2019
92,92,Jul 13,,LAD,"L,2-11",33,32,2,6,0,0,1,2,1,0,10,0,0,0,0,0,2,1,.271,.344,.462,.805,4,12,R,R.Stripling(62),0.20851409978308025,9.0,14,11,11,0,4,12,4,2,4.62,46,198,121,2,1,0,0,39,3,1,0,0,1,0,1,7,Brennan Miller,"C.Sale (9-36-L), H.Hembree (5), C.Brewer (6), S.Wright (6), M.Walden (7), R.Brasier (5), H.Velazquez (0)",0.25038880248833595,0.42954898911353034,0.3222499307287337,0.7517989198422641,1.3414926805855532,3.977138948884089,0.635815991237678,0.2598337950138504,10.129589632829374,2.996709370307658,1.306695464362851,BOS,2019
93,93,Jul 14,,LAD,"L,4-7",53,46,4,11,2,0,2,3,6,2,15,0,1,0,1,0,1,0,.271,.343,.461,.804,13,11,L,H.Ryu(64),0.20956963378775728,12.0,9,7,2,5,7,15,1,2,4.57,55,261,167,0,0,0,0,45,2,0,1,0,0,1,0,8,Pat Hoberg,"D.Price (6-53), J.Taylor (1), C.Brewer (0), R.Brasier (0), B.Workman (6), M.Barnes (7), H.Hembree (0), H.Velazquez (0-L)",0.24969325153374233,0.4279141104294479,0.32241332241332243,0.7503274328427703,1.3413768630234209,3.9710380884788266,0.6358867442329679,0.2600272851296044,10.145493257629525,2.9780319365019845,1.298793470546487,BOS,2019
94,94,Jul 15,,TOR,"W,10-8",44,36,10,13,5,0,1,10,8,0,8,0,0,0,0,0,0,0,.272,.345,.462,.807,10,9,R,T.Thornton(21),0.20924702774108322,9.0,13,8,8,0,0,2,1,1,4.61,42,160,104,2,2,0,0,40,3,0,0,0,1,1,0,5,Roberto Ortiz,"R.Porcello (8-42-W), M.Walden (1), R.Brasier (0), M.Barnes (0-H), B.Workman (0-Sv)",0.2506060606060606,0.42848484848484847,0.3225371120107962,0.7510219604956447,1.3424625468164795,3.9735973782771534,0.636036995142724,0.2576207175613704,10.059691011235955,2.9842817411955878,1.2956460674157304,BOS,2019
95,95,Jul 16,,TOR,"L,4-10",41,34,4,9,3,0,1,4,7,0,6,0,0,0,0,2,0,0,.272,.345,.462,.808,10,11,R,J.Waguespack(35),0.20857292211186618,9.0,14,10,9,1,3,5,2,1,4.65,42,158,97,2,2,1,0,38,3,2,0,0,0,0,2,6,Dan Iassogna,"A.Cashner (9-29-L), J.Taylor (1), C.Brewer (1), D.Hernandez (34), H.Hembree (1), R.Weber (39)",0.25194727381665666,0.4316956261234272,0.3237256471844142,0.7554212733078414,1.3481584433634468,3.9946347000231643,0.6358069401461777,0.25606828487596694,10.006949270326617,2.972044209157611,1.3029881862404449,BOS,2019
96,96,Jul 17,,TOR,"W,5-4",40,36,5,14,3,0,1,5,3,1,6,1,0,0,0,1,0,0,.273,.347,.463,.810,11,9,R,A.Sanchez(38),0.20796689084324885,9.0,5,4,4,0,7,10,3,1,4.65,40,173,106,4,0,0,0,32,0,0,0,0,0,1,0,4,Lance Barrett,"E.Rodriguez (4-60-W), M.Barnes (1-H), J.Taylor (0-H), B.Workman (1-Sv)",0.2510385756676558,0.4317507418397626,0.3237391074729337,0.7554898493126962,1.3480055020632737,4.032431911966988,0.635546875,0.25600422275006596,10.00687757909216,2.9393048695494075,1.3204951856946354,BOS,2019
97,97,Jul 18,,TOR,"W,5-0",36,31,5,7,1,0,2,5,5,0,9,0,0,0,0,0,0,0,.273,.346,.463,.809,7,10,L,T.Pannone(38),0.20835468990261405,9.0,2,0,0,0,2,15,0,1,4.60,31,136,88,0,0,0,0,28,0,0,0,0,0,0,1,3,Chris Guccione,"C.Sale (4-78-W), M.Walden (2), D.Hernandez (1)",0.24955856386109476,0.4287816362566215,0.32242011524358305,0.7512017515002045,1.3387792148854096,3.9968454731109597,0.635647909137842,0.25785340314136124,10.05786249149081,2.9667781090930996,1.3070115724982982,BOS,2019
98,98,Jul 19,@,BAL,"L,2-11",36,34,2,7,0,0,1,2,2,0,6,0,0,0,0,0,0,0,.272,.346,.461,.807,7,10,L,J.Means(55),0.2079735906551549,8.0,14,11,10,1,3,7,2,1,4.66,43,159,106,3,1,1,0,38,1,1,0,0,1,1,0,3,Todd Tichenor,"D.Price (4-25-L), C.Brewer (2), R.Weber (2)",0.2508731082654249,0.4307334109429569,0.3234913234913235,0.7542247344342804,1.3458511355970317,4.013415336181696,0.6359629511338231,0.2567952368625421,10.03822801888914,2.961105638637653,1.3154935911850687,BOS,2019
99,99,Jul 20,@,BAL,"W,17-6",50,44,17,17,3,1,5,17,5,0,7,1,0,0,1,1,0,0,.273,.347,.466,.813,6,12,R,T.Eshelman(21),0.20712136409227683,9.0,14,6,6,0,2,10,2,0,4.67,43,173,110,0,0,0,0,41,4,1,0,0,0,0,0,5,Tom Hallion,"R.Porcello (4-24-W), H.Hembree (3), D.Hernandez (1), J.Taylor (2), C.Brewer (0)",0.25194132873166525,0.43313201035375326,0.3240266393442623,0.7571586496980156,1.3501780943900268,4.018764024933215,0.6359615870609048,0.2565284178187404,10.037845057880677,2.9732055428622295,1.3223508459483526,BOS,2019
100,100,Jul 21,@,BAL,"L,0-5",31,27,0,1,1,0,0,0,3,0,12,1,0,0,0,1,1,0,.272,.346,.463,.809,4,10,R,A.Wojciechowski(84),0.2085095794973874,8.0,7,5,5,0,3,10,3,1,4.68,32,133,80,0,0,0,1,28,1,0,0,0,0,0,1,3,John Libka,"A.Cashner (4-49-L), M.Walden (2), H.Hembree (0)",0.251925820256776,0.4345221112696148,0.3241869918699187,0.7587091031395334,1.3492939099735217,4.04255251544572,0.6356744564876887,0.2569832402234637,10.048543689320388,2.976383047557425,1.340467784642542,BOS,2019
101,101,Jul 22,@,TBR,"W,9-4",42,39,9,12,5,0,3,9,3,0,3,0,0,0,0,0,0,0,.272,.346,.465,.811,6,9,L,J.Beeks(15),0.2070918492982024,9.0,9,4,4,0,5,9,0,0,4.68,40,165,104,2,0,0,0,35,3,0,0,0,0,0,1,4,Chris Segal,"E.Rodriguez (4-75-W), N.Eovaldi (95), M.Barnes (4), J.Taylor (1)",0.2519774011299435,0.4336158192090395,0.3244466800804829,0.7580624992895224,1.351321826523924,4.031129123880271,0.6356194964653354,0.25666163901458017,10.038234651518462,2.9593345120431294,1.3272886169980336,BOS,2019
102,102,Jul 23,@,TBR,"W,5-4",39,36,5,10,0,0,1,4,2,1,7,1,0,0,0,0,0,1,.272,.346,.464,.810,7,11,R,Y.Chirinos(54),0.20682926829268292,9.0,6,4,4,0,6,13,1,0,4.67,39,175,112,3,1,0,0,33,2,0,0,0,0,0,0,4,Carlos Torres,"C.Sale (4-63-W), M.Barnes (0-H), B.Workman (5-H), M.Walden (1-Sv)",0.25132941505737477,0.43268961656870975,0.3242839352428393,0.756973551811549,1.3511466897446993,4.028582431847685,0.635666523526164,0.25740602439631566,10.067070532237127,2.94578502036979,1.324102120294245,BOS,2019
103,103,Jul 24,@,TBR,"L,2-3",32,32,2,5,1,0,0,2,0,0,13,0,0,0,0,0,0,0,.271,.344,.462,.806,3,10,R,C.Morton(70),0.20837366892545983,8.0,5,3,3,0,5,10,1,0,4.66,33,143,87,2,0,1,0,28,2,0,1,0,0,0,1,4,Angel Hernandez,"D.Price (4-58-L), H.Hembree (2), C.Brewer (3), J.Taylor (1)",0.25076367675645655,0.43210219383504583,0.3241106719367589,0.7562128657718048,1.3502788502788503,4.030173316173316,0.6354293359279981,0.2577777777777778,10.077220077220078,2.932501896014157,1.3223938223938225,BOS,2019
104,104,Jul 25,,NYY,"W,19-3",51,46,19,23,10,0,4,19,5,0,6,0,0,0,0,0,0,0,.274,.347,.468,.815,8,12,R,M.Tanaka(-11),0.2072675113554865,9.0,7,3,3,0,1,9,1,0,4.64,35,156,106,0,0,0,0,34,2,0,0,0,0,0,0,4,D.J. Reyburn,"R.Porcello (4-52-W), D.Hernandez (4), C.Brewer (0), N.Eovaldi (2)",0.25034387895460797,0.4313617606602476,0.3232916972814107,0.7546534579416584,1.3458678563841089,4.020246016571065,0.6358433734939759,0.25777233782129744,10.066921606118546,2.949497212963222,1.3193116634799236,BOS,2019
105,105,Jul 26,,NYY,"W,10-5",38,38,10,14,6,1,4,10,0,0,11,0,0,0,0,0,0,0,.275,.347,.473,.819,4,9,L,J.Paxton(25),0.2080075811419095,9.0,13,5,4,1,3,7,0,0,4.64,41,156,101,3,1,0,1,37,3,0,0,0,1,1,1,5,Paul Nauert,"A.Cashner (4-47-W), M.Walden (2), J.Taylor (1), H.Hembree (1), B.Workman (2)",0.25136165577342046,0.43137254901960786,0.3239573229873909,0.7553298720069987,1.3499579124579124,4.007350168350168,0.635951301026498,0.2569074163839069,10.037878787878789,2.9443626565928724,1.3068181818181819,BOS,2019
106,106,Jul 27,,NYY,"W,9-5",39,36,9,15,5,1,2,9,1,0,7,0,0,2,0,0,1,0,.276,.347,.475,.823,6,10,L,C.Sabathia(28),0.20774647887323944,9.0,11,5,5,0,3,13,1,0,4.64,40,186,119,2,0,0,0,37,4,0,0,0,0,0,1,4,Nick Mahrley,"E.Rodriguez (4-45-W), M.Barnes (3-H), N.Eovaldi (1), B.Workman (0)",0.2518198975465085,0.43192235103801563,0.3242074927953891,0.7561298438334048,1.351886595789035,3.9957385866166355,0.6359933892102467,0.25756120979356695,10.065666041275797,2.9558414368750174,1.303939962476548,BOS,2019
107,107,Jul 28,,NYY,"L,6-9",42,37,6,10,2,0,1,6,4,0,14,0,0,1,1,0,0,0,.276,.347,.475,.822,9,12,R,D.German(56),0.2089725708972571,9.0,8,9,7,2,6,9,2,0,4.66,41,156,90,1,1,0,0,35,4,0,1,0,0,1,0,5,Fieldin Culbreth,"C.Sale (4-38-L), C.Brewer (2), D.Hernandez (2), M.Walden (1), H.Hembree (1)",0.2516025641025641,0.4326923076923077,0.3243757431629013,0.757068050855209,1.3537794299876085,4.015321767864519,0.635454439115686,0.2571903969574519,10.055762081784387,2.932169859895396,1.3104089219330854,BOS,2019
108,108,Jul 30,,TBR,"L,5-6",43,39,5,13,3,0,1,5,4,0,6,0,0,0,0,1,0,0,.277,.348,.475,.823,11,10,R,C.Morton(34),0.20828538550057538,9.0,12,6,6,0,5,15,2,0,4.67,44,177,111,5,3,0,0,39,3,1,0,0,0,0,0,7,Tim Timmons,"D.Price (5-36), M.Walden (1), J.Taylor (3-L), C.Brewer (1-BSv), D.Hernandez (1), N.Eovaldi (2), M.Barnes (2)",0.2521808088818398,0.4343113930742797,0.3250176512120499,0.7593290442863296,1.358706773071414,4.0191974626560265,0.6353690303907381,0.2580569277816984,10.101289134438305,2.933076655704393,1.3167587476979743,BOS,2019
109,109,Jul 31,,TBR,"L,5-8",41,39,5,12,1,0,2,5,1,0,11,0,0,1,1,0,0,0,.277,.347,.475,.822,9,9,R,A.Kittredge(54),0.20884632922936616,9.0,12,8,8,0,2,15,3,0,4.70,41,167,115,0,0,0,0,39,2,1,0,0,0,0,0,5,Sean Barber,"R.Porcello (5-33-L), D.Hernandez (0), H.Hembree (2), J.Taylor (0), M.Walden (0)",0.25274725274725274,0.4364207221350079,0.32517482517482516,0.761595547309833,1.3605028386050284,4.027057583130576,0.6358789129686963,0.2590866728797763,10.145985401459853,2.957368155102258,1.332116788321168,BOS,2019
110,110,Aug 1,,TBR,"L,4-9",38,37,4,10,4,0,3,4,1,0,13,0,0,0,0,0,0,0,.277,.347,.476,.823,7,9,L,B.McKay(48),0.20999095840867993,9.0,12,9,8,1,8,4,2,0,4.73,44,184,109,2,2,0,0,36,4,0,0,0,0,0,2,4,Mike Winters,"A.Cashner (5-25-L), D.Hernandez (0), C.Brewer (1), H.Hembree (0)",0.2534992223950233,0.4380508035251426,0.32648823257960313,0.7645390361047457,1.3682941531042798,4.061900341571228,0.6354249404289118,0.257380073800738,10.090415913200724,2.9061743183771256,1.3381555153707052,BOS,2019
111,111,Aug 2,@,NYY,"L,2-4",33,30,2,3,0,0,1,2,3,0,8,0,0,0,0,0,0,0,.276,.346,.474,.820,4,9,L,J.Paxton(63),0.2102310971505497,8.0,5,4,4,0,6,10,1,0,4.73,32,129,76,1,0,0,1,26,1,0,0,0,0,0,2,3,Chad Fairchild,"E.Rodriguez (5-50-L), M.Walden (1), N.Eovaldi (2)",0.25308959835221423,0.4374356333676622,0.3266147503435639,0.7640503837112261,1.3683476180984653,4.066102850308949,0.6350887074063644,0.25778388278388276,10.099661152082918,2.8871054588343887,1.3364560494319315,BOS,2019
112,112,Aug 3 (1),@,NYY,"L,2-9",32,32,2,5,0,0,2,2,0,0,10,0,0,0,0,0,0,0,.275,.344,.473,.818,3,12,R,D.German(66),0.21096012474938738,8.0,14,9,9,0,1,6,2,2,4.77,40,137,88,1,1,1,0,37,2,0,0,0,0,0,1,3,Mike Estabrook,"C.Sale (5-15-L), C.Brewer (1), J.Smith (40)",0.25427186942106605,0.43891864320326446,0.3275079437131185,0.7664265869163829,1.3723551512754597,4.076171247775361,0.6351441985244802,0.25680580762250454,10.073165908641487,2.8950666223370245,1.343682024915958,BOS,2019
113,113,Aug 3 (2),@,NYY,"L,4-6",42,34,4,8,2,0,1,4,8,0,10,0,0,0,0,0,1,0,.274,.345,.472,.817,11,10,R,C.Green(54),0.21121165305672038,8.0,13,6,6,0,5,7,2,0,4.79,40,184,111,4,0,1,0,35,2,0,0,0,0,0,1,6,Bruce Dreckman,"B.Johnson (41-33), M.Walden (0), J.Taylor (2-BSv), M.Barnes (3-L), C.Brewer (-1), B.Workman (6)",0.25530839231547015,0.4403437815975733,0.32860998650472334,0.7689537681022967,1.3792426917794782,4.095891308612909,0.634819650365125,0.2560701438848921,10.05591524426133,2.8761899952021412,1.3507945850500294,BOS,2019
114,114,Aug 4,@,NYY,"L,4-7",36,32,4,7,0,0,2,4,3,0,6,1,0,0,0,2,0,0,.274,.344,.472,.816,5,10,L,J.Happ(40),0.21086052112984455,8.0,10,7,7,0,4,5,2,0,4.81,38,144,87,2,0,0,0,34,5,0,0,0,0,0,0,3,Alfonso Marquez,"D.Price (4-13-L), D.Hernandez (2), R.Weber (15)",0.2556390977443609,0.4418546365914787,0.32894736842105265,0.7708020050125314,1.3821296476542728,4.116277593926416,0.6345773874862788,0.2550156041016496,10.021413276231263,2.859928501787455,1.3577963792096552,BOS,2019
115,115,Aug 5,,KCR,"W,7-5",37,33,7,10,2,0,2,6,4,0,8,0,0,0,1,1,0,0,.274,.345,.473,.817,6,10,L,M.Montgomery(47),0.21090356211989575,9.0,8,5,4,1,3,9,3,0,4.81,39,159,104,0,0,0,0,35,2,0,0,0,0,0,0,4,Tripp Gibson,"R.Porcello (4-63-W), N.Eovaldi (2-H), M.Barnes (1), B.Workman (1-Sv)",0.25540372670807454,0.4427329192546584,0.32861565678903143,0.7713485760436898,1.3807410266306444,4.137388653029718,0.6347461777028129,0.2548066298342541,10.012543419529138,2.8609711917818417,1.3720571208027788,BOS,2019
116,116,Aug 6,,KCR,"L,2-6",37,36,2,9,3,0,0,2,1,0,5,0,0,0,0,0,0,0,.274,.344,.471,.815,8,9,R,J.Junis(57),0.21029950441715148,9.0,7,6,6,0,4,8,3,0,4.82,35,144,99,1,0,0,0,31,0,0,0,0,0,0,2,4,Brian Gorman,"A.Cashner (4-32-L), J.Taylor (2), M.Walden (2), D.Hernandez (1)",0.2551775147928994,0.4432938856015779,0.3285055957867018,0.7717994813882797,1.3793763152860148,4.162919074038645,0.6351562921772931,0.2546052631578947,9.995217141763916,2.852509766344807,1.3860723168165294,BOS,2019
117,117,Aug 7 susp,,KCR,"W,5-4",44,39,5,12,2,0,1,5,5,1,12,0,0,0,0,0,0,0,.274,.344,.471,.815,11,11,R,G.Sparkman(35),0.21088580576307364,10.0,13,4,4,0,3,10,0,0,4.81,45,180,114,0,0,2,0,42,2,0,0,0,0,0,0,5,Ryan Blakney,"E.Rodriguez (4-43), D.Hernandez (0-H), N.Eovaldi (1-BSv), B.Workman (1), J.Taylor (0-W)",0.255734504636408,0.44241093216203026,0.3287700999565406,0.7711810321185708,1.3814667424673108,4.143505400795907,0.6351387477944714,0.2542888165038002,9.985787379192722,2.8560279017584937,1.3729391699829447,BOS,2019
118,118,Aug 8,,LAA,"W,3-0",29,28,3,5,1,0,2,3,1,0,10,0,0,0,0,1,0,0,.274,.344,.471,.814,2,9,L,D.Peters(57),0.2117098005939754,9.0,2,0,0,0,0,15,0,0,4.76,29,115,77,0,0,0,0,29,1,0,0,0,0,0,0,2,Brian O'Nora,"C.Sale (4-91-W), B.Workman (0-Sv)",0.2544220983765447,0.44002907681124304,0.3271431656229756,0.7671722424342187,1.3716647876738066,4.107461104847801,0.6353491338080561,0.25593439792835565,10.028184892897405,2.8926123753079196,1.3613303269447574,BOS,2019
119,119,Aug 9,,LAA,"W,16-4",44,39,16,14,5,0,5,15,4,0,6,1,0,0,2,1,0,0,.274,.344,.474,.819,4,12,R,J.Barria(38),0.21101303068516183,9.0,3,4,4,0,4,6,1,2,4.76,33,139,81,1,0,0,1,27,2,0,0,0,0,0,2,5,Mark Ripperger,"B.Johnson (5-41), M.Walden (2-W), N.Eovaldi (1-H), H.Velazquez (25), J.Taylor (1)",0.25349061145883484,0.4390948483389504,0.32675814751286447,0.7658529958518149,1.3666852990497484,4.112080864542575,0.63496333808092,0.25541032783372614,9.99441028507546,2.879157508272747,1.35830072666294,BOS,2019
120,120,Aug 10,,LAA,"L,4-12",42,36,4,9,3,1,1,4,3,0,8,2,0,1,1,0,0,0,.274,.344,.474,.819,11,9,L,A.Heaney(54),0.21083333333333334,9.0,11,12,11,1,3,6,2,2,4.81,43,164,106,3,3,0,0,37,2,0,0,0,1,0,0,4,James Hoye,"R.Porcello (4-40-L), D.Hernandez (2), H.Velazquez (0), R.Weber (5)",0.253877356239561,0.4397518492006681,0.32717229657956237,0.7669241457802305,1.3682557280118255,4.125862527716186,0.635060927775744,0.2543524416135881,9.96119733924612,2.8728327857845137,1.3636363636363635,BOS,2019
121,121,Aug 11,,LAA,"L,4-5",43,36,4,8,1,0,1,3,7,0,11,0,0,0,0,0,0,2,.274,.344,.473,.818,9,12,L,P.Sandoval(36),0.21123270699979352,10.0,8,5,5,0,8,10,1,1,4.81,45,180,103,4,0,0,0,36,2,0,0,0,0,0,2,7,John Libka,"A.Cashner (4-33), J.Taylor (1), M.Walden (1), N.Eovaldi (1-H), M.Barnes (5-BSv), B.Workman (2), R.Weber (0-L)",0.2536077596404069,0.4390820913177194,0.32765151515151514,0.7667336064692345,1.3703771512266567,4.1330772610765285,0.6344748976736957,0.25404837013669823,9.952398388868545,2.842286063857321,1.359392164042475,BOS,2019
122,122,Aug 12,@,CLE,"L,5-6",41,37,5,12,4,0,2,5,4,1,6,0,0,0,0,1,1,0,.274,.345,.474,.819,9,10,R,Z.Plesac(41),0.2106879606879607,8.0,12,6,6,0,4,7,3,0,4.82,39,148,100,1,0,0,0,34,1,0,0,1,0,0,1,3,Lance Barksdale,"E.Rodriguez (4-34), D.Hernandez (1), M.Walden (0-L)",0.2544003754987092,0.4407416099507158,0.32832394072218746,0.7690655506729033,1.3749545619774626,4.160019629225736,0.634788420998509,0.25344180225281604,9.93729552889858,2.8321018158084894,1.3740458015267174,BOS,2019
123,123,Aug 13,@,CLE,"W,7-6",48,43,7,17,4,1,1,7,4,1,10,1,0,0,0,1,0,1,.275,.346,.476,.821,11,10,R,M.Clevinger(30),0.21066504460665045,10.0,9,6,4,2,3,17,2,0,4.81,42,172,115,3,0,1,1,39,2,0,0,0,0,0,0,6,John Bacon,"C.Sale (4-58), M.Barnes (1-H), J.Taylor (1-H), N.Eovaldi (1-H), B.Workman (1-BW), A.Cashner (1-Sv)",0.2541860465116279,0.44069767441860463,0.32795365197599835,0.768651326394603,1.3733789625360229,4.152400576368876,0.6350848580602416,0.2547559966914806,9.985590778097983,2.8517858382907804,1.3778818443804033,BOS,2019
124,124,Aug 14,@,CLE,"W,5-1",40,38,5,12,2,0,3,5,2,1,11,0,0,0,0,0,0,1,.276,.346,.477,.823,8,9,R,S.Bieber(56),0.21118262268704746,9.0,5,1,0,1,3,6,0,1,4.77,35,142,85,4,0,0,0,31,0,0,0,0,0,0,1,7,Ted Barrett,"B.Johnson (4-49), M.Walden (1), D.Hernandez (1-H), J.Taylor (0-H), N.Eovaldi (0-W), A.Cashner (0), B.Workman (0)",0.2535211267605634,0.4386977603324867,0.32744453574363186,0.7661422960761186,1.369483651956405,4.1421758084688225,0.6348226483833426,0.25415725723670707,9.95354654279078,2.845911588239351,1.3668036448097194,BOS,2019
125,125,Aug 16,,BAL,"W,9-1",38,31,9,12,6,2,1,9,3,1,3,1,1,2,0,2,0,0,.276,.347,.479,.825,5,11,R,A.Brooks(33),0.21017964071856288,9.0,5,1,1,0,3,5,0,0,4.74,34,129,76,0,0,0,0,31,1,0,0,0,0,0,1,3,Joe West,"R.Porcello (5-60-W), J.Taylor (1), T.Lakins (60)",0.2528656579550665,0.43695552498853735,0.3268053855569155,0.7637609105454528,1.3656504785537043,4.133886565047855,0.6345264427910718,0.2534148827726809,9.914037575327898,2.8378347526312186,1.3559021623537753,BOS,2019
126,126,Aug 17,,BAL,"W,4-0",34,30,4,7,2,1,2,3,4,0,8,0,0,0,0,1,0,0,.276,.346,.480,.826,6,10,R,A.Wojciechowski(46),0.21034892942109437,9.0,5,0,0,0,2,8,0,1,4.70,34,140,92,1,0,0,0,31,1,0,0,0,0,0,1,3,Eric Cooper,"E.Rodriguez (4-72-W), M.Barnes (3), B.Workman (2)",0.2522194400182108,0.43523787844297745,0.32617504051863855,0.761412918961616,1.36099876912256,4.1178157200633025,0.6346845047923323,0.2532901397043936,9.898892210304203,2.8431172018817756,1.3451732020397396,BOS,2019
127,127,Aug 18,,BAL,"W,13-7",45,39,13,16,6,0,2,12,5,0,10,0,0,1,0,0,0,0,.277,.347,.482,.829,8,11,L,T.Blach(41),0.21045392022008252,9.0,9,7,6,1,5,10,1,1,4.71,41,168,100,0,0,2,0,34,2,0,0,0,1,1,1,7,Jansen Visconti,"N.Eovaldi (3-28), D.Hernandez (3), R.Brasier (33), J.Taylor (1), M.Walden (3-W), A.Cashner (3-H), T.Lakins (1)",0.2523153377004744,0.43505760108425573,0.3265019087803898,0.7615595098646455,1.3625261688764827,4.117698534542917,0.6343564356435644,0.2532128514056225,9.899685973482205,2.8336441877710614,1.3424633635729237,BOS,2019
128,128,Aug 20,,PHI,"L,2-3",32,31,2,6,2,0,1,2,1,0,8,0,0,0,0,1,1,0,.277,.347,.481,.827,3,12,R,A.Nola(67),0.21070103495411052,9.0,7,3,3,0,3,11,0,0,4.70,37,150,99,1,0,1,1,34,2,0,0,0,0,0,0,6,Dan Iassogna,"B.Johnson (5-39-L), M.Walden (1), J.Taylor (1), R.Brasier (1), D.Hernandez (1), M.Barnes (2)",0.25196144362250616,0.433759246805649,0.32608695652173914,0.7598462033273881,1.3605677687380993,4.099407651029946,0.6345454545454545,0.2535379708989436,9.908256880733944,2.8392223387870805,1.332006231608101,BOS,2019
129,129,Aug 21,,PHI,"L,2-5",38,33,2,8,4,0,1,2,4,0,10,0,1,0,1,1,0,1,.276,.346,.481,.827,9,10,L,D.Smyly(44),0.21108742004264391,9.0,6,5,5,0,8,10,1,0,4.70,41,180,114,0,0,0,0,33,2,1,0,0,0,0,0,5,Hunter Wendelstedt,"R.Porcello (4-48-L), R.Brasier (0), A.Cashner (2), D.Hernandez (0), B.Workman (3)",0.2514463729417,0.43346684468179797,0.3262116716122651,0.7596785162940631,1.3620748883545173,4.107163861216077,0.6345348270823186,0.25345986555950967,9.90896599106836,2.8113418565382338,1.3294400549639298,BOS,2019
130,130,Aug 23,@,SDP,"W,11-0",45,40,11,14,3,0,2,11,2,0,3,0,1,2,2,0,0,0,.277,.347,.481,.828,7,14,R,C.Paddack(18),0.20983858570330516,9.0,5,0,0,0,1,7,0,0,4.67,30,114,75,0,0,0,0,29,0,0,0,0,0,1,4,2,Tom Hallion,"E.Rodriguez (5-72-W), J.Smith (19)",0.2509396418306434,0.431793057705063,0.3254670599803343,0.7572601176853972,1.356741094256008,4.09093881029487,0.6346638248401473,0.25334119496855345,9.886654167376852,2.8205072099078796,1.3192432248167716,BOS,2019
131,131,Aug 24,@,SDP,"W,5-4",41,35,5,10,2,0,1,5,5,0,9,1,0,0,1,2,0,1,.277,.347,.481,.828,9,18,R,D.Lamet(41),0.20991420400381317,9.0,7,4,4,0,6,12,1,1,4.66,40,180,103,2,1,0,0,32,1,0,0,1,0,0,0,7,Todd Tichenor,"N.Eovaldi (5-45), M.Walden (3), D.Hernandez (2-H), R.Brasier (2-H), J.Taylor (3-BSv), M.Barnes (3-W), B.Workman (2-Sv)",0.25071350164654227,0.43117453347969265,0.32565853658536587,0.7568330700650585,1.3574086603518267,4.090184032476319,0.6341240875912408,0.2537051482059282,9.902740189445195,2.8098745167490984,1.3168132611637346,BOS,2019
132,132,Aug 25,@,SDP,"L,1-3",34,31,1,4,0,0,1,1,3,0,9,0,0,0,1,1,0,0,.276,.346,.479,.825,6,15,L,J.Lucchesi(58),0.21026709604091684,8.0,5,3,3,0,5,7,1,0,4.65,32,138,79,0,0,1,0,26,3,0,0,1,0,0,0,5,Ben May,"B.Johnson (4-37-L), R.Brasier (0), A.Cashner (3), M.Walden (0), M.Barnes (0)",0.250382012660991,0.4311285745470421,0.3255768857863099,0.7567054603333521,1.3566868279569892,4.096056451612903,0.6337181566644404,0.2534883720930233,9.889112903225806,2.7948120766650284,1.315524193548387,BOS,2019
